comment_no,nicname,date,comment
78920,kkm2229,2023-07-02T22:29:00,진짜 별로
78919,세류엘,2023-07-02T22:29:00,빨리 끈끝랴고
78918,한스나이퍼,2023-07-02T22:29:00,뭐지
78917,she,2023-07-02T22:29:00,아무튼 키갈좀
78916,com,2023-07-02T22:29:00,답답한 드라마
78915,훈이,2023-07-02T22:29:00,봄날의 햇살같았어
78914,애앵,2023-07-02T22:29:00,삭제된 메시지입니다.
78913,mel,2023-07-02T22:29:00,너무무셔워....왜이래
78912,그러니까,2023-07-02T22:29:00,오픈하는구나 무당
78911,hxx,2023-07-02T22:29:00,여러분
78910,글쎄,2023-07-02T22:29:00,자 15번 가죠~
78909,뇸뇸,2023-07-02T22:29:00,앜ㅋㅋ
78908,베이글,2023-07-02T22:29:00,아니 이거 드라마가 개무섭네
78907,히힝,2023-07-02T22:29:00,무서운거만 없으면 좋은데..
78906,div,2023-07-02T22:29:00,아니 둘이 원래 알던 사인데 원작에선 여기선 아닌가봄
78905,류켄두잇,2023-07-02T22:29:00,예고는 달달한디
78904,suna,2023-07-02T22:29:00,꺄
78903,하치,2023-07-02T22:29:00,끝을 글케내더니 예고는 또
78902,int,2023-07-02T22:29:00,드디어 키갈
78901,에이드,2023-07-02T22:29:00,어머 키갈
78900,CopperGun,2023-07-02T22:29:00,피디가 나빴어
78899,마이듄,2023-07-02T22:29:00,사겨라 사겨라
78898,루찌,2023-07-02T22:29:00,먼가 해결해야 되는 인연이 있어 여지껏 다 기억하나
78897,입흔미자,2023-07-02T22:29:00,예고편
78896,기쁠희,2023-07-02T22:29:00,약속의 8화인건가
78895,Dave_Cody,2023-07-02T22:29:00,여기도 사귀고 저기도 사귀고
78894,모카치노,2023-07-02T22:29:00,핏물뭔데 ㅜㅠ
78893,희야사랑,2023-07-02T22:29:00,민기는 정체가?
78892,까꿍,2023-07-02T22:28:00,담주 키갈가자
78891,Hmm,2023-07-02T22:28:00,아빠도 이제 아무상관없자나
78890,she,2023-07-02T22:28:00,키갈
78889,고니,2023-07-02T22:28:00,으악
78888,바루,2023-07-02T22:28:00,술먹는건 웹에서도 꿑재ㅣㅁ 이였ㅇㆍ
78887,luc,2023-07-02T22:28:00,전개 뭐여
78886,꼬부기,2023-07-02T22:28:00,이것들.....호러로맨스
78885,고양이냥,2023-07-02T22:28:00,담주 키갈이다 ㅋㅋㅋㅋㅋㅋ
78884,M1,2023-07-02T22:28:00,취중진담
78883,kim,2023-07-02T22:28:00,까가가가
78882,gnltn,2023-07-02T22:28:00,목 감쌋어 어머
78881,파리지앵,2023-07-02T22:28:00,사겨쥬세요
78880,가나다라,2023-07-02T22:28:00,어머 갑자기 뭔데
78879,입흔미자,2023-07-02T22:28:00,키갈인건가
78878,스로우,2023-07-02T22:28:00,뽀뽀한다
78877,요세헌이맘,2023-07-02T22:28:00,오옹오 드뎌 키스
78875,나르시스,2023-07-02T22:28:00,2번째 고백하네 ㅋㅋ
78874,뀨리,2023-07-02T22:28:00,흠
78873,장산범,2023-07-02T22:28:00,한다
78872,기쁠희,2023-07-02T22:28:00,드디어!!!!
78871,왜이래,2023-07-02T22:28:00,다음주 헐 👀
78870,cuba33,2023-07-02T22:28:00,킹더 갑니다 ㅋㅋㅋㅋ
78869,호랑단의일원,2023-07-02T22:28:00,환장
78868,별명두둥둥,2023-07-02T22:28:00,와
78867,찌루해,2023-07-02T22:28:00,8화에 밝히겟네
78866,배구배구 한국 이겨,2023-07-02T22:28:00,아 나 다음주
78865,노란 마법의 개,2023-07-02T22:28:00,항상 끝이 애매해!
78864,세류엘,2023-07-02T22:28:00,12화라
78863,Dave_Cody,2023-07-02T22:28:00,심쿵
78862,이은지,2023-07-02T22:28:00,호러임??
78861,마이듄,2023-07-02T22:28:00,ㅁㅊㅁㅊㅁㅊㅁㅊ
78860,반짝녀,2023-07-02T22:28:00,뭔가 연출분위기가 웹툰과는 다른듯...
78859,조용,2023-07-02T22:28:00,8회 키갈
78858,Hmm,2023-07-02T22:28:00,근데 초은이랑 하비서가 왜 되면 안되는거지?
78857,코난도일,2023-07-02T22:28:00,공포스릴러
78856,ㅋㅋ,2023-07-02T22:28:00,미쳤다
78855,가나다라,2023-07-02T22:28:00,어머머?
78854,고양이냥,2023-07-02T22:28:00,어머 키갈은 쟤들이 먼저
78853,kim,2023-07-02T22:28:00,와나
78852,호이,2023-07-02T22:28:00,키스신 꺄
78851,장산범,2023-07-02T22:28:00,가지가지
78850,하치,2023-07-02T22:28:00,어머
78849,luc,2023-07-02T22:28:00,급전개뭔뎌
78848,최도하,2023-07-02T22:28:00,뭐야 마지막 왜케 이대로 끝나?
78847,장산범,2023-07-02T22:28:00,클린봇이 부적절한 표현을 감지했습니다.
78846,kimbbae22,2023-07-02T22:28:00,킹더 채팅창으로 갑시다
78845,세류엘,2023-07-02T22:28:00,안좋아행
78844,owlq,2023-07-02T22:28:00,엌ㅋㅋㄱㄱ 술주정 장면ㅋㅋㄱ
78843,깩깩,2023-07-02T22:28:00,이번화 왜이래....
78842,아츄,2023-07-02T22:28:00,ㅋ
78841,sub,2023-07-02T22:28:00,하비서님
78840,스로우,2023-07-02T22:28:00,하비서 ㅋㅋㅋ
78839,amy,2023-07-02T22:28:00,이거 원작 진짜 재밌게 봤는데 왜 자꾸 무섭게 가시는지..
78838,뚜비,2023-07-02T22:28:00,아니 이상하게 만들지 말라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋ
78837,이대박,2023-07-02T22:28:00,색다른 드라마네 신혜선 ㅈㄴㅇㄱ뻐짐
78836,흐랴,2023-07-02T22:28:00,엔딩뭐노;;
78835,미유,2023-07-02T22:28:00,왜 이래????????????????????
78834,모아,2023-07-02T22:28:00,빨간물 뭐야각색 반성해라ㅡㅡ
78833,가나다라,2023-07-02T22:28:00,어머?
78832,하치,2023-07-02T22:28:00,어머
78831,sub,2023-07-02T22:28:00,헉
78830,ima,2023-07-02T22:28:00,뭐 이케 끝나?
78829,딸기초코,2023-07-02T22:28:00,다른전생이네 또 다른전생
78828,바루,2023-07-02T22:28:00,아싸
78827,기쁠희,2023-07-02T22:28:00,헉
78826,흑작,2023-07-02T22:28:00,호러 ㄷㄷ
78825,코난도일,2023-07-02T22:28:00,무셔
78824,조용,2023-07-02T22:28:00,전개 넘 느려
78823,샤아느,2023-07-02T22:28:00,아주 오래된 전생이다 오오오
78822,cwk,2023-07-02T22:28:00,ㅠㅠ 드라마 왜이래요ㅠ
78820,레이첼,2023-07-02T22:28:00,방울 소리 제발 말려줘
78819,...,2023-07-02T22:28:00,잉 갑자기 악귀네
78818,matricaria,2023-07-02T22:28:00,헐 전생에 악연 아니여?
78817,말말,2023-07-02T22:28:00,왜 저러고 끝나
78816,성은혜,2023-07-02T22:28:00,어휴 왜저래요
78815,미유,2023-07-02T22:28:00,?????????????????????????????????????????이게 뭔
78814,예슬,2023-07-02T22:28:00,왜케무서워...
78813,오로라퀸,2023-07-02T22:28:00,음향왜ㅜ이래
78812,조나약부인,2023-07-02T22:28:00,뭐냐고 이게ㅠㅠㅠ
78811,세류엘,2023-07-02T22:28:00,읗헤헤헤헿ㅎ
78810,흑작,2023-07-02T22:28:00,ㅋㅋ
78809,돌고래으컁컁,2023-07-02T22:28:00,갑자기 호러...
78808,OvO,2023-07-02T22:28:00,띠용스러움
78807,샤아느,2023-07-02T22:28:00,오 ㅋㅋㅋ
78806,흑작,2023-07-02T22:28:00,?
78805,랜아,2023-07-02T22:28:00,겁나 무섭네..
78804,미유,2023-07-02T22:28:00,????????????????
78803,맛없으면두번안먹음,2023-07-02T22:28:00,자꾸음악을 이렇게 트냐고
78802,CopperGun,2023-07-02T22:28:00,도랏...
78801,som,2023-07-02T22:28:00,무서워
78800,두두,2023-07-02T22:28:00,연출이....
78799,기쁠희,2023-07-02T22:28:00,드디어 !
78798,호랑단의일원,2023-07-02T22:28:00,아니 ㄹㅇ 이거 이런장르 아닌데 왜 이러냐고
78797,kimbbae22,2023-07-02T22:28:00,자자 다들 킹더랜드 채팅창으로 갑시다
78796,조혜상,2023-07-02T22:28:00,소리 무서워
78795,큐큨ㅋㅋㅋ,2023-07-02T22:28:00,킹더랜드 보러가야지..
78794,maro,2023-07-02T22:28:00,갑자기???
78793,바루,2023-07-02T22:28:00,이게 갑자기 호러..?
78792,예슬,2023-07-02T22:28:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
78791,jia,2023-07-02T22:28:00,음악 개무서워 ㄹㅇ
78790,메멘토모리,2023-07-02T22:28:00,같은 장면 너무 많이 나옴
78789,무지개 윤영희,2023-07-02T22:28:00,오늘은 모야
78788,초콩맘,2023-07-02T22:28:00,갑자기 끝장면이ㅡㅡ;;
78787,베이글,2023-07-02T22:28:00,이거 혼자 못보겠다곸ㅋㅋㅋㅋ 쫄림
78786,썸띵,2023-07-02T22:28:00,원작이랑 진짜 다른데?
78785,KSJ,2023-07-02T22:28:00,어제오늘 왜이래
78784,좋아보이는것들의비밀,2023-07-02T22:28:00,호러
78783,Daybreak2,2023-07-02T22:28:00,드라마에 악귀가 들렸다
78782,스마트,2023-07-02T22:28:00,벌써끝?
78781,사애,2023-07-02T22:28:00,근데 알바생이랑 단발이는 누구야?
78780,달빛,2023-07-02T22:28:00,브금 납량특집 ㅋ
78779,예슬,2023-07-02T22:28:00,아 무서워미치겟네
78777,세류엘,2023-07-02T22:28:00,귀신나올거야
78776,흐랴,2023-07-02T22:28:00,뭐냐 엔딩 ㅡㅡ
78775,드덕임,2023-07-02T22:28:00,왜 갑자기
78774,김콩떡,2023-07-02T22:28:00,???
78773,프로메타우스,2023-07-02T22:28:00,ㅋㅋㅋㅋ
78772,땅,2023-07-02T22:28:00,아씨....  불길하게 끝나.....
78769,독약,2023-07-02T22:28:00,빨간거 하지마
78768,Eileen,2023-07-02T22:28:00,갑자기 호러
78767,Red Black,2023-07-02T22:28:00,ㅎㄷㄷ 이상하게 끝내노
78766,luc,2023-07-02T22:28:00,장르가 호러여
78765,OvO,2023-07-02T22:28:00,왤케 무섭게해여 갑자기
78764,완전한 축복,2023-07-02T22:28:00,벌써끝남?
78763,혼자놀기대마왕,2023-07-02T22:28:00,연출문제인가요
78762,beeeeing,2023-07-02T22:28:00,이거 왜 호러물?
78761,아인슈페너,2023-07-02T22:28:00,음악 어제부터 이상하다
78760,난나,2023-07-02T22:28:00,붉은빛?므서운엔딩?
78759,리틀배짱,2023-07-02T22:28:00,노래왜이래
78758,모카치노,2023-07-02T22:28:00,누가 죽나 또 ㄷㄷ
78757,jia,2023-07-02T22:28:00,옆에 있으면 불행해져서 그런듯
78756,민,2023-07-02T22:28:00,갑분호
78755,Gk,2023-07-02T22:28:00,이거 원작은 새드엔딩이에요?
78754,dkdkidiwjd,2023-07-02T22:28:00,분위기 왜이럼 ㅇㄴ;?;
78753,나르시스,2023-07-02T22:28:00,갑자기 왜.. 핏빛으로 물든 엔딩이라니 ㄷㄷ
78752,큐큨ㅋㅋㅋ,2023-07-02T22:28:00,??
78751,l3o,2023-07-02T22:28:00,왜이랰ㅋㅋㅋㅋㅋㅋㅋㅋ
78750,int,2023-07-02T22:28:00,호러
78749,황이형,2023-07-02T22:28:00,도대체 장르가 ㅁ ㅓ여
78748,hoog1229,2023-07-02T22:28:00,끝이 왤케 무셔!!
78747,못난이,2023-07-02T22:28:00,정체
78746,조나약부인,2023-07-02T22:28:00,아 ㅑ 또 ㅠㅠㅠㅠㅠ
78745,YUIOKK,2023-07-02T22:28:00,일주일 어케 기다려 ㅠ
78744,바니,2023-07-02T22:28:00,뭔일 일어나갔다
78743,som,2023-07-02T22:28:00,뭐야
78741,배구배구 한국 이겨,2023-07-02T22:28:00,노래는 좋다
78740,123,2023-07-02T22:28:00,얘기가 뭐죠??
78739,김콩떡,2023-07-02T22:28:00,호러로 바꼇어 앤딩이 오ㅑ이래!!!!
78738,소망,2023-07-02T22:28:00,민기가 사고 치나?
78737,jae,2023-07-02T22:28:00,갑자기 호러물
78736,히힝,2023-07-02T22:28:00,무섭ㅠㅠ
78735,CopperGun,2023-07-02T22:28:00,???
78734,가나다라,2023-07-02T22:28:00,다음주부터 뭔일나나
78733,ost,2023-07-02T22:28:00,ㄱ ㅋ
78732,OvO,2023-07-02T22:28:00,와이래
78731,장소담,2023-07-02T22:28:00,저기요 진도좀 나갑시다 ㅠㅠ
78730,곰,2023-07-02T22:28:00,웹툰으ㅗ 볼 때는 몰랬는데 ㄹㅇ 무섭긴해
78729,레이첼,2023-07-02T22:28:00,음악 모지
78728,베이글,2023-07-02T22:28:00,클린봇이 부적절한 표현을 감지했습니다.
78727,드덕임,2023-07-02T22:28:00,개연성 어디감
78726,못난이,2023-07-02T22:28:00,알바정체요
78725,J,2023-07-02T22:28:00,음악 뭐여???
78724,DD,2023-07-02T22:28:00,?
78723,곰돌이,2023-07-02T22:28:00,브금이라도 바꿔주세요
78722,웅,2023-07-02T22:28:00,급오싹
78720,미시 김희선,2023-07-02T22:28:00,박일도 ㅡㅡ
78719,lri,2023-07-02T22:28:00,아니 무섮게
78718,하하하,2023-07-02T22:28:00,ㅠㅠ
78717,좋아보이는것들의비밀,2023-07-02T22:28:00,공포로 돌변
78716,세류엘,2023-07-02T22:28:00,완결이 될쯤엔
78715,딸기초코,2023-07-02T22:28:00,물 색 뭐야 엔딩브금도
78714,무지개 윤영희,2023-07-02T22:28:00,무섭
78713,비밀,2023-07-02T22:28:00,저 남자 누구에요?
78712,ost,2023-07-02T22:28:00,킹더랜드보러가즈아
78711,얼빵천사,2023-07-02T22:28:00,원래 안 이러는데
78710,KSJ,2023-07-02T22:28:00,클린봇이 부적절한 표현을 감지했습니다.
78708,Peace,2023-07-02T22:28:00,?
78707,빅토리아,2023-07-02T22:28:00,뭐야
78706,sub,2023-07-02T22:28:00,브금이....
78705,또이야기,2023-07-02T22:28:00,안기기전 눈빛이 되게 외롭고 먹먹한 눈빛
78704,론,2023-07-02T22:28:00,왜이렇게무섭게끝나
78703,jia,2023-07-02T22:28:00,아 개 놀랐네 와
78702,dyk,2023-07-02T22:28:00,이게 어떤 결말이야?
78701,시박tvn,2023-07-02T22:28:00,머리깨진거??
78700,꼬부기,2023-07-02T22:28:00,하.....
78699,Dave_Cody,2023-07-02T22:28:00,으잉?
78698,kim,2023-07-02T22:28:00,예고 음나야
78697,스로우,2023-07-02T22:28:00,로멘스로가다가 호러 ㄷㄷ
78696,소용돌이,2023-07-02T22:28:00,ㅜㅜ
78695,별,2023-07-02T22:28:00,노래머임
78694,기쁠희,2023-07-02T22:28:00,이게 뭔....
78693,두두,2023-07-02T22:28:00,유미의 세포들 반의반의반만큼이라도 연출을 잘했더라면 ㅠㅠ
78692,배구배구 한국 이겨,2023-07-02T22:28:00,뜬금퍼
78691,OvO,2023-07-02T22:28:00,엥 얘이럿게 끝남
78690,바루,2023-07-02T22:28:00,진짜 머냐....
78689,뀨리,2023-07-02T22:28:00,드라마 왜케 우울하게 만들지
78688,Andres Ini,2023-07-02T22:28:00,브금 왜이래
78687,파리지앵,2023-07-02T22:28:00,브금이랑 왜 ㄷㄷ
78686,matricaria,2023-07-02T22:28:00,왜 갑자기 스릴러 호러물이냐
78685,사애,2023-07-02T22:28:00,이씨
78684,샤라쟈드,2023-07-02T22:28:00,끝날때는 악귀네
78683,훈이,2023-07-02T22:28:00,핏빛으로 물드는 미래라니....
78682,kma,2023-07-02T22:28:00,호러특집인가 하아
78681,cuba33,2023-07-02T22:28:00,저래샤 시청률 ㅡㅡ 안나유ㅓ
78680,got,2023-07-02T22:28:00,마지막에 공포영화처럼ㅜ
78679,미시 김희선,2023-07-02T22:28:00,물이니깐 박일도다
78678,느프트,2023-07-02T22:28:00,제발 로코로 가즈아 ㅠㅜ
78677,Stry,2023-07-02T22:28:00,여름이라서 그런듯
78676,dkdkidiwjd,2023-07-02T22:28:00,뭐야 무섭게;;;;;;
78675,글쎄,2023-07-02T22:28:00,무서무서무서
78674,란지아,2023-07-02T22:28:00,불안해
78673,레이첼,2023-07-02T22:28:00,소름
78672,비밀,2023-07-02T22:28:00,???
78671,Red Black,2023-07-02T22:28:00,왜저렇게끝나..??ㅠㅠ
78670,가즈아,2023-07-02T22:28:00,악귀다!
78669,luc,2023-07-02T22:28:00,이게 뭐여
78668,난나,2023-07-02T22:28:00,머여.붉은빛
78666,네몬,2023-07-02T22:28:00,ㄷㄷ
78665,ㅈㅇㅇㅇ,2023-07-02T22:28:00,마지막왜저래
78664,she,2023-07-02T22:28:00,분위기가 갑자기 딥웹
78663,리얼완소,2023-07-02T22:28:00,갑자기 왜이래
78662,123,2023-07-02T22:28:00,쟈는 누구인가요??알바생?
78661,야옹,2023-07-02T22:28:00,머ㅓ지
78660,ghw,2023-07-02T22:28:00,킹더 ㄱㄱ
78659,wlz,2023-07-02T22:28:00,알바도 전생기억하면서 전생기억의 비밀을 아는사람
78658,뿌용,2023-07-02T22:28:00,끝남 ㅠㅠ
78657,가나다라,2023-07-02T22:28:00,무서워
78656,Dave_Cody,2023-07-02T22:28:00,브금이 왜 저래요?
78655,소망,2023-07-02T22:28:00,무셔
78654,내월급만적재,2023-07-02T22:28:00,갑자기?
78652,owlq,2023-07-02T22:28:00,살벌하게끝나네ㅋㅋㅋ
78651,장산범,2023-07-02T22:28:00,개억지네
78650,달빛,2023-07-02T22:28:00,죠스야
78649,기쁠희,2023-07-02T22:28:00,왜이래요
78648,호랑단의일원,2023-07-02T22:28:00,아오 깜짝이야
78647,글쎄,2023-07-02T22:28:00,음악은 또 왜 이럼?
78646,히힝,2023-07-02T22:28:00,무서워요..ㅠ
78645,KSJ,2023-07-02T22:28:00,이라고끝나
78644,가나다라,2023-07-02T22:28:00,음악 갑자기
78643,하치,2023-07-02T22:28:00,왜 이런 음악으로 끝냅니까
78642,나르시스,2023-07-02T22:28:00,갑자기 끝>>???? 피바다??? 불안한 음악????
78640,희망이라고,2023-07-02T22:28:00,호러
78639,못난이,2023-07-02T22:28:00,ㅋㅋ
78637,배구배구 한국 이겨,2023-07-02T22:28:00,뭐쏘
78636,sub,2023-07-02T22:28:00,"갑자기 공포,. .."
78635,tmd,2023-07-02T22:28:00,저 남자 누구에여
78634,꼬부기,2023-07-02T22:28:00,또 호러ㅜㅠㅠㅠㅠ
78633,모카치노,2023-07-02T22:28:00,누구 다치나??
78632,얼빵천사,2023-07-02T22:28:00,아니 이게 뭔???
78631,글쎄,2023-07-02T22:28:00,아니 좀 공포로 가지 말라고
78630,루찌,2023-07-02T22:28:00,왜이래
78629,그러니까,2023-07-02T22:28:00,어엉? 왜그랭
78628,kimbbae22,2023-07-02T22:28:00,악귀
78627,바니,2023-07-02T22:28:00,담주에..
78626,까꿍,2023-07-02T22:27:00,왜그래
78625,못난이,2023-07-02T22:27:00,호러
78624,딸기초코,2023-07-02T22:27:00,헉
78623,곰돌이,2023-07-02T22:27:00,이거 공포드라마인가요
78622,베이글,2023-07-02T22:27:00,뭐야 갑ㅂ저기 호러야 또 ㅋㅋㅋ
78621,matricaria,2023-07-02T22:27:00,뭐여
78620,동동,2023-07-02T22:27:00,삭제된 메시지입니다.
78619,별명두둥둥,2023-07-02T22:27:00,알바생이 반지음 전생 친구래요
78618,사애,2023-07-02T22:27:00,이럴꺼냐
78617,요세헌이맘,2023-07-02T22:27:00,오잉
78616,dkdkidiwjd,2023-07-02T22:27:00,?
78615,ost,2023-07-02T22:27:00,클린봇이 부적절한 표현을 감지했습니다.
78614,마검랑,2023-07-02T22:27:00,킹호텔 보러ㄱㄱ~ 얘들아 거서 보쟈~
78613,im0,2023-07-02T22:27:00,뭐야???
78611,adi,2023-07-02T22:27:00,끝이 왜이래
78610,수찡,2023-07-02T22:27:00,무슨 공포영화같아
78609,luc,2023-07-02T22:27:00,ㄷㄷ
78608,KSJ,2023-07-02T22:27:00,무ㅏ여
78607,오비장,2023-07-02T22:27:00,악귀?
78606,YUIOKK,2023-07-02T22:27:00,빡쳐
78605,gnltn,2023-07-02T22:27:00,무써워 ㄷㄷㄷㄷ
78604,애앵,2023-07-02T22:27:00,삭제된 메시지입니다.
78603,에이드,2023-07-02T22:27:00,끝난다고?
78602,세류엘,2023-07-02T22:27:00,노래
78601,글쎄,2023-07-02T22:27:00,깜놀했자나
78600,조용,2023-07-02T22:27:00,??
78599,입흔미자,2023-07-02T22:27:00,무섭네
78598,luc,2023-07-02T22:27:00,아니뭔데..
78597,기쁠희,2023-07-02T22:27:00,피는 뭔데???
78596,tae,2023-07-02T22:27:00,아니 피바다 ㅋㅋㅋㅋ
78595,바니,2023-07-02T22:27:00,오...
78593,미시 김희선,2023-07-02T22:27:00,박일도
78592,고양이냥,2023-07-02T22:27:00,연출 쩐다
78591,열세번째달,2023-07-02T22:27:00,주원이라 말하고 끝날줄 알았는데
78590,kry,2023-07-02T22:27:00,알바생응 전생에 뭐였길래 반지음을 찾디
78589,세류엘,2023-07-02T22:27:00,붉다
78588,누룰루루,2023-07-02T22:27:00,무섭 ㅠㅠㅠ
78587,cuba33,2023-07-02T22:27:00,왜저래
78586,장산범,2023-07-02T22:27:00,에바싸바 진짜
78585,달빛,2023-07-02T22:27:00,무셔워
78584,모카치노,2023-07-02T22:27:00,어????
78583,하하하,2023-07-02T22:27:00,헐
78582,YUIOKK,2023-07-02T22:27:00,햐...
78581,owlq,2023-07-02T22:27:00,헐 뭐여
78580,Hmm,2023-07-02T22:27:00,아씨 저러고 끝나? 키갈은 어딨어 ㅠㅠ
78579,wpd,2023-07-02T22:27:00,갑자기 귀신잼
78578,사애,2023-07-02T22:27:00,여기서?
78577,배구배구 한국 이겨,2023-07-02T22:27:00,급 호러
78576,하치,2023-07-02T22:27:00,갑자기
78575,im0,2023-07-02T22:27:00,깁지기??
78574,요세헌이맘,2023-07-02T22:27:00,이렇개
78573,호랑단의일원,2023-07-02T22:27:00,클린봇이 부적절한 표현을 감지했습니다.
78572,any,2023-07-02T22:27:00,악귀?
78571,글쎄,2023-07-02T22:27:00,마지막 장면 왜 이렇게 무서워?
78570,ㅋㅋㅋ,2023-07-02T22:27:00,ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
78569,하하하,2023-07-02T22:27:00,헐
78568,cuba33,2023-07-02T22:27:00,갖자기 피
78567,사애,2023-07-02T22:27:00,ㅡㅡ
78566,미시 김희선,2023-07-02T22:27:00,끝남
78565,ost,2023-07-02T22:27:00,?
78564,보,2023-07-02T22:27:00,과거 그만 보여즈
78563,조용,2023-07-02T22:27:00,¿
78562,스로우,2023-07-02T22:27:00,???
78560,황이형,2023-07-02T22:27:00,뭐여
78559,히히,2023-07-02T22:27:00,알바가 전생 기억하지 않는 방법 알려줄텐데요
78558,곰돌이,2023-07-02T22:27:00,갑자기 악귀
78557,가나다라,2023-07-02T22:27:00,갑자기
78556,입흔미자,2023-07-02T22:27:00,뭔데 애
78555,알파카,2023-07-02T22:27:00,뭐냐
78554,누룰루루,2023-07-02T22:27:00,깜짝아
78553,ylan,2023-07-02T22:27:00,같이 전생을 기억하는사람
78552,끼아암,2023-07-02T22:27:00,헐
78551,gnltn,2023-07-02T22:27:00,저 남자도 쌔ㅎ...헉
78550,단단한 사람,2023-07-02T22:27:00,저 남자 누구인가요?
78549,하하하,2023-07-02T22:27:00,헐
78548,하치,2023-07-02T22:27:00,갑자기
78547,나르시스,2023-07-02T22:27:00,뭐지..???
78546,seo,2023-07-02T22:27:00,"다시 태어나면 서양인일수도 있고, 동물일수도 있는거 아님? 인생 19회차 다 한국인인가?"
78545,im0,2023-07-02T22:27:00,뭐야??
78544,wpd,2023-07-02T22:27:00,알바 착한놈인가
78543,기쁠희,2023-07-02T22:27:00,이채민 정체도 모르고 끝이네 .... 궁금하다고
78542,Not Yet,2023-07-02T22:27:00,아역들이 연기 더 잘하노
78541,sub,2023-07-02T22:27:00,피바다??
78540,미시 김희선,2023-07-02T22:27:00,ㄷㄷ
78539,YUIOKK,2023-07-02T22:27:00,뭐야...
78538,하하하,2023-07-02T22:27:00,이소녀 연기
78537,하치,2023-07-02T22:27:00,아니 왜
78536,알파카,2023-07-02T22:27:00,헐 ㄷㄷㄷㄷ
78535,cuba33,2023-07-02T22:27:00,뭐여
78534,bella,2023-07-02T22:27:00,서하야
78533,장산범,2023-07-02T22:27:00,에이
78532,미시 김희선,2023-07-02T22:27:00,끝
78531,두두,2023-07-02T22:27:00,ㅠㅠ유미의세포들 반의반의반만큼이라도 연출 잘헀다면...
78530,wpd,2023-07-02T22:27:00,뭐야ㅑㅑ
78529,무지개 윤영희,2023-07-02T22:27:00,악귀야  사라져라
78528,got,2023-07-02T22:27:00,아역들도 연기 잘한다
78527,sub,2023-07-02T22:27:00,끝나겠다
78526,서하야,2023-07-02T22:27:00,알바 개궁금
78525,Red Black,2023-07-02T22:27:00,전생 다 기억나도 19회차 정도되면..뒤죽박죽 될거같은데…
78523,초콩맘,2023-07-02T22:27:00,하비서님과 초원이두 어서 서로의 마음확인하면 좋겠어요~
78522,가나다라,2023-07-02T22:27:00,애기들은 이와중애 넘 귀엽네
78521,달빛,2023-07-02T22:27:00,한번쯤 축생으로 태어날뻔 한데 ㅋㅋ
78520,별,2023-07-02T22:27:00,이  존잼 드라마가 왜 시청룰이 이러지?
78519,딸기초코,2023-07-02T22:27:00,누구냐 너
78518,파리지앵,2023-07-02T22:27:00,전생이니 과거 나오죠
78516,wlz,2023-07-02T22:27:00,알바도 전생기억하는 사람임
78514,딸기초코,2023-07-02T22:27:00,알바생 넘 궁금해
78513,Gk,2023-07-02T22:27:00,하 드라마는 진짜존잼인데 너무 끄네 벌써 반끝났는데
78512,주둥,2023-07-02T22:27:00,범인 알고싶으면 웹툰으로 가세요.
78511,하하하,2023-07-02T22:27:00,ost좋네요
78510,기쁠희,2023-07-02T22:27:00,이게 엔딩?
78508,세류엘,2023-07-02T22:27:00,아 끝났당
78507,호랑단의일원,2023-07-02T22:27:00,하 이러고 끝남 각이다
78506,오리진,2023-07-02T22:27:00,킹더랜드 너무 유치함 하차했다
78505,오비장,2023-07-02T22:27:00,얘 누구
78504,샤아느,2023-07-02T22:27:00,저 무당남자애도 전생을 기억하는 능력인가
78503,빅토리아,2023-07-02T22:27:00,점쟁인뭐야???
78502,whi,2023-07-02T22:27:00,보현이 조연부터 내공쌓자
78501,ㅋㅋㅋ,2023-07-02T22:27:00,굿해주고 애경이 살려주나
78500,미시 김희선,2023-07-02T22:27:00,저남자누구
78499,wpd,2023-07-02T22:27:00,재령 쟤는 착한놈이여 나쁜놈이여
78498,GoodNews,2023-07-02T22:27:00,저 알바는 정체 뭐임?
78497,YUIOKK,2023-07-02T22:27:00,뭐야 저 알바 나올때마다 불안해 ㅜ
78496,개나리,2023-07-02T22:27:00,마인 귀공자 아들
78495,Hmm,2023-07-02T22:27:00,악귀에는 지음이 어릴때가 나오더만... 구미호 배경도 자꾸 나오고 막 헷갈려 ㅋㅋㅋㅋㅋㅋㅋ
78494,찌루해,2023-07-02T22:27:00,범인 서하 주변인물임
78492,지수리사윈터민지,2023-07-02T22:27:00,신혜선은 연기도 잘 하고 무엇보다 이쁘다..
78491,열세번째달,2023-07-02T22:27:00,19번 태어나면서 동물로는 안태어났네
78489,세류엘,2023-07-02T22:27:00,킹더는 웹툰으로 몇개본게 다
78488,큐잉,2023-07-02T22:27:00,아니 이러고 끝난다고?? 30분...
78487,모카치노,2023-07-02T22:27:00,얘는 누구야
78486,rka,2023-07-02T22:27:00,양성애자 되는거지~
78485,고양이냥,2023-07-02T22:27:00,꺼져 망붕랜드
78484,낭만아재,2023-07-02T22:27:00,안기고 싶다
78483,우유,2023-07-02T22:27:00,뭔 얘기를 하고 싶은 드라마인지
