comment_no,nicname,date,comment
84475,아프란시,2023-07-04T14:10:00,"지금 저러는 이유가...저희가 추진중인 작전 '쫄리면 ㅇ지시던가'  진행상황 궁금해서 오는겁니다.신고는 어디했는지, 무슨답변 받았는지 궁금해서..."
84474,Lovelysh,2023-07-04T14:10:00,아니 다 좋은데 얼른 설명해보라니까?내가 왜 하스돕돕님이냐고
84473,(🎀ᴗˬᴗ),2023-07-04T14:09:00,놀고자빠진그
84472,Lovelysh,2023-07-04T14:08:00,이젠 혼자 장구치고 북치고 ㅋㅋㅋㅋㅋㅋㅋㅋ
84471,(🎀ᴗˬᴗ),2023-07-04T14:08:00,ㅋㅋㅋㅋㅋ
84470,아프란시,2023-07-04T14:08:00,저사람은 절대 차단을 못해요.자기 얘기 나오면 모두 캡쳐해야하므로.아 저는 저사람들 차단했어요.매인 화면에서 간혹 보일때가 있는데 거기서보 안보고 싶어요
84469,Lovelysh,2023-07-04T14:08:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84468,(🎀ᴗˬᴗ),2023-07-04T14:08:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84467,(🎀ᴗˬᴗ),2023-07-04T14:08:00,누가 질문해써?
84466,암행어사,2023-07-04T14:07:00,이생잘 대박 가즈아~♥♥
84465,Lovelysh,2023-07-04T14:07:00,정상인인척 그만! 토나올것같음
84463,Lovelysh,2023-07-04T14:07:00,웩
84462,암행어사,2023-07-04T14:07:00,질문에 답이 되었음 좋겠네요^^
84461,아프란시,2023-07-04T14:06:00,따라서 이 달라진 부분은 원작에 없으므로 내용을 알수 없어요
84460,암행어사,2023-07-04T14:06:00,한나역은 이한나배우님 이십니다.
84459,아프란시,2023-07-04T14:06:00,원작과 다른점은안나라는 캐릭터는 드라마 오리지널민기의 역할이 바뀜.애경이 지음의 전생 조카인점하비서 아버지가 서하 아버지 수행비서였던 것초원이가 농장 경영이 5가지가 다릅니다.
84458,Lovelysh,2023-07-04T14:06:00,왜케 척을 잘함? 차단한척 아무렇지 않은척 정상인인척
84457,(🎀ᴗˬᴗ),2023-07-04T14:05:00,신배우도 니 응원따위 거부 할걸
84456,암행어사,2023-07-04T14:05:00,마마~  비가 내리옵니다~♥
84454,암행어사,2023-07-04T14:05:00,신혜선님을 응원합니다~♥♥
84453,Lovelysh,2023-07-04T14:05:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ평온한척이겠지
84451,(🎀ᴗˬᴗ),2023-07-04T14:04:00,결아이님이 펌이라고 적시하라햇니안햇니
84450,암행어사,2023-07-04T14:04:00,평일이라 오늘방은 평온한~😁
84449,(🎀ᴗˬᴗ),2023-07-04T14:03:00,어디서 본척 퍼온글이면서
84448,아프란시,2023-07-04T14:03:00,특출나신 어느분 얘기로는 자기가 연락해서 없앴다고 주장하지만...뭐 그럴수도 있겠죠. ㅎㅎ
84447,(🎀ᴗˬᴗ),2023-07-04T14:02:00,니 웹툰 볼줄 모르자나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84446,암행어사,2023-07-04T14:02:00,"한나역 댄서임, 아마도 문서하 엄마의 환생인듯 원작에는 안나옴,  민기역도 한나의 지인으로 환생러 아마도 반지음 조력자인듯 원작에는 등장함."
84445,아프란시,2023-07-04T14:01:00,운영진이 여기를 알고있다는 증거지요
84444,(🎀ᴗˬᴗ),2023-07-04T14:01:00,다 해당 ㅋㅋㅋ애나맹
84443,(🎀ᴗˬᴗ),2023-07-04T14:01:00,"(1) 자신의 계정이 아닌 타인의 계정을 무단으로 사용하는 행위 (2) 본인 이외의 자를 사칭하거나 허위사실을 주장하는 등 타인을 기만하는 행위 (3) 타인을 지속적으로 따돌리거나 괴롭히는 내용을 게시하는 행위 (4) 타인에게 잔혹감 또는 혐오감을 일으킬 수 있는 폭력적이고 자극적인 내용을 게시하는 행위 (5) 타인의 지식재산권 등을 침해하거나 모욕, 사생활 침해 또는 명예훼손 등 타인의 권리를 침해하는  행위 (6) 과도한 욕설, 비속어 등을 계속하여 반복적으로 사용하여 심한 혐오감 또는 불쾌감을 일으키는 행위"
84442,아프란시,2023-07-04T14:01:00,그게 이유일지는 모르겠으나 어쨌든
84441,아프란시,2023-07-04T14:01:00,저희 팀이 지난주에 일차로 이생잘 드톡방 문제를 대량으로 건의 했습니다. 동시에요
84440,⏺,2023-07-04T13:59:00,방송중인 드톡방 인기톡  사라진  이유가 있을듯
84439,Su,2023-07-04T13:57:00,중간중간 나오는 여자 누군가요? 원작에도 있었나? 1박2일에 나오는 남자가 맡은 역은 뭐에요????
84438,⏺,2023-07-04T13:57:00,네이버 오픈톡 금지사항 공지사항 떴네요  그 두닉 잘 읽어보길
84437,(🎀ᴗˬᴗ),2023-07-04T13:53:00,에라이
84436,Lovelysh,2023-07-04T13:53:00,ㅋㅋ
84435,(🎀ᴗˬᴗ),2023-07-04T13:53:00,그러고도 도기 신혜선 외치냐
84434,Lovelysh,2023-07-04T13:53:00,차단한척 하면서 눈팅으로 보고 속으로 ㅂㄷㅂㄷ ?ㅋㅋㅋ
84433,(🎀ᴗˬᴗ),2023-07-04T13:53:00,모택 텀블러 있어없어?
84432,(🎀ᴗˬᴗ),2023-07-04T13:52:00,애나맹이 너 철왕대본집 있어없어 그것만 딱 말해바
84431,MTT.,2023-07-04T13:52:00,와우 대박인데요 우와
84430,Lovelysh,2023-07-04T13:50:00,ㅋㅋ
84429,하스돕돕,2023-07-04T13:50:00,울지는 말아요~ 본인들 업보에요
84427,하스돕돕,2023-07-04T13:50:00,이로써 판명 났네요 ~ 다른 인물 ~ ㅎ 창피해서 어떡하나요 애나안 암행어사 화이팅~
84426,아프란시,2023-07-04T13:50:00,와~~좋으시겠어요^^
84425,Lovelysh,2023-07-04T13:49:00,핵꿀잼입니다ㅎ
84424,아프란시,2023-07-04T13:49:00,일단 보세요. 감정이 보슬보슬해지는 드라마입니다 ㅎㅎ
84423,하스돕돕,2023-07-04T13:49:00,재밌어요~
84422,하스돕돕,2023-07-04T13:49:00,내가 왜 러블리님이고 러블리님이 왜 나인지 다섯줄~ ㅎㅎ
84421,아프란시,2023-07-04T13:49:00,철인왕후 복구투쟁하며 스텝진도 만나서 직접 증언도 녹취하고 그랬거든요
84420,박상구,2023-07-04T13:49:00,이드라마 재밌어요? 아직 안봐서요
84419,하스돕돕,2023-07-04T13:48:00,다시 나가야 하는데~ ㅎ애나안 암행어사 빨리 글 써주라구요
84418,Lovelysh,2023-07-04T13:48:00,와~~좋으시겠어요^^
84417,(🎀ᴗˬᴗ),2023-07-04T13:48:00,그지 그러고도 무슨 팬 ㅋㅋㅋㅋㅋ
84416,아프란시,2023-07-04T13:48:00,촬영때 사용하셨대요
84415,(🎀ᴗˬᴗ),2023-07-04T13:48:00,야맹이는 댄본집 업을껄?
84414,아프란시,2023-07-04T13:47:00,"오른쪽 아래에 있는 녹색, 회색, 노란색 대본집은 철인왕후 음식 감독님이 저에게 직접 선물하신 현장 대본입니다 ㅎㅎ"
84413,하스돕돕,2023-07-04T13:47:00,본인 계정 아닌가요 ~ㅎㅎ본인이 본인거 누르기 가능해 보이는데
84412,하스돕돕,2023-07-04T13:47:00,저 다시 나왔어요이제 내가 러블리님 닉변과정올려줘 암행어사
84411,Lovelysh,2023-07-04T13:47:00,사람을 봐가면서 공감 누르시길
84410,Lovelysh,2023-07-04T13:47:00,근데 저 댓글들에 공감 이모티콘 눌러주는 사람은 도대체 누굴까...
84409,(🎀ᴗˬᴗ),2023-07-04T13:46:00,대본집은 나도 사찌요 ㅋㅋㅋㅋ
84408,Lovelysh,2023-07-04T13:46:00,오우 소름...눈팅하다 나타남?
84407,암행어사,2023-07-04T13:45:00,오타니님 염원대로 20%가즈아
84405,암행어사,2023-07-04T13:45:00,ㅋㅋㅋㅋㅋ 해피데이^^
84404,MTT.,2023-07-04T13:44:00,"요건 친필 사인들과 드라마에서 혜선님이 직접 착용하신 장식품들,  현장에서 실제 사용된 대본들이예요"
84402,MTT.,2023-07-04T13:43:00,저도 동감이요
84401,Lovelysh,2023-07-04T13:42:00,아니 드톡방에서 누가 궁금해한다고 사생활을 다 공개하는지 참ㅋㅋㅋㅋㅋㅋㅋㅋ
84400,MTT.,2023-07-04T13:42:00,와 아프란시님 소장중인 보물이 많으시네요
84399,Lovelysh,2023-07-04T13:41:00,전번까지 올려서 전화하라고 하는것도 봤음
84398,MTT.,2023-07-04T13:41:00,고맙습니다 🙏
84397,(🎀ᴗˬᴗ),2023-07-04T13:41:00,요리는 못하드라 간장콩나물국
84395,(🎀ᴗˬᴗ),2023-07-04T13:40:00,ㅋㅋㅋㅋ정작 버려야 할것을 안버리고 있으니 니 마눌불쌍
84394,아프란시,2023-07-04T13:38:00,안녕하세요? 김도깃님?
84393,Lovelysh,2023-07-04T13:38:00,어휴..그뿐인가요..본인 명함에 월급까지 공개했죠
84392,아프란시,2023-07-04T13:37:00,친필사인 블루레이 소장중입니다
84391,아프란시,2023-07-04T13:36:00,예전에 자기집안 사진 올리면서 와이프가 청소 잘해서 깔끔하다고 하던것도 봤어요
84390,Lovelysh,2023-07-04T13:35:00,MTT님두요~^^
84389,MTT.,2023-07-04T13:33:00,다들 좋은 시간 보내세요^^
84388,kin,2023-07-04T13:29:00,비 조금씩 내리네여~ 맛난 것 드시며 이번생 재방 하거나 다시보기 하는 님덜 즐방하세여
84387,Lovelysh,2023-07-04T13:29:00,네~ 좋은 오후 되세요^^
84386,(🎀ᴗˬᴗ),2023-07-04T13:28:00,살도 날려주께
84385,(🎀ᴗˬᴗ),2023-07-04T13:28:00,내가 매일 기도한다
84383,Lovelysh,2023-07-04T13:27:00,"안녕하세요~ 릴님^^
그러게요 처자식뿐 아니라 본인 집안 곳곳을 다 찍어서 올리는 관종이죠"
84382,하스돕돕,2023-07-04T13:27:00,좋은 오후 되세요 담에 또 뵈어요~
84381,(🎀ᴗˬᴗ),2023-07-04T13:27:00,천벌 받길 꼭
84380,하스돕돕,2023-07-04T13:27:00,전 닉변 한 번도 안 했어요 그러니깐 너무 황당 글 쓰다 날벼락~러블리님도 갑자기 물벼락 맞으신~
84379,하스돕돕,2023-07-04T13:26:00,사의찬미 안 보신 분들 꼭 봐보세요~ 🍀
84378,Lovelysh,2023-07-04T13:26:00,아니 닉변하는건 자유고 당신도 닉변했었잖아? 그리고 난 최소한 닉변해서 모함하진 않았어
84375,(🎀ᴗˬᴗ),2023-07-04T13:23:00,처자식도 온라인에 사진 다 깟는데 그게 무서울까 진짜 인간이 아님
84374,오타니,2023-07-04T13:23:00,잘난어사 모시고.........못난1. 2 .3 조지고........
84373,하스돕돕,2023-07-04T13:23:00,부끄러운줄 아세요 애나안 암행어사 ~ ㅎ
84372,하스돕돕,2023-07-04T13:22:00,이따 글 쓰면 또 나올께요 애나안 암행어사~ ㅎ둘이 한 사람이겠지만 ~ ㅎ차단 한척 열심히 화이팅!
84371,하스돕돕,2023-07-04T13:21:00,저도 본방날엔 드라마 응원 할께요~🍀시청률 많이 오르기를 바래요~
84370,Lovelysh,2023-07-04T13:21:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ떡도 아까움요
84369,Lovelysh,2023-07-04T13:20:00,네ㅎㅎ반가워요
84368,하스돕돕,2023-07-04T13:20:00,암행어사가 모택2 방에서 한 것도 내가 눈팅으로 다 봤네요~ 저러면서 지금 쓰는 글에 무서움을 느낍니다 .
84367,Lovelysh,2023-07-04T13:19:00,왠만해선 방영중인 드라마톡방에서 이러고 싶지 않은데 암행어사가 이톡방에서 상주하고 있으니 여기서 할수밖에 없습니다대신 본방하는 날엔 조용히 하겠습니다
84366,하스돕돕,2023-07-04T13:19:00,눈팅 하는 거 다 알아요~빨리 와서 닉변서사 글 써주심내가 진짜 궁금해서 그래 난 네이버 초기때 부터 하스돕돕 인데🍀차단 한척 하지 맙시다
84365,kin,2023-07-04T13:18:00,벽타니 오침한다네... 아나 떡이나 먹어랏
84364,kin,2023-07-04T13:17:00,러블리님도~ 올만이용
84363,Lovelysh,2023-07-04T13:17:00,킨님 안녕하세요~^^
84362,하스돕돕,2023-07-04T13:16:00,애나안 암행어사너도 모르잖아 ? 나도 모르는데닉변 어떻게 알아~ ? 자존심은 있어가지궁  ㅎ되도 않는 ㅎㅎ
84361,kin,2023-07-04T13:16:00,여서 애나맹 빼고 다 피해자
84360,Lovelysh,2023-07-04T13:16:00,삼자대면 해보자고 어디
84359,kin,2023-07-04T13:16:00,사과 해야 할 사람이 수두룩하지
84358,Lovelysh,2023-07-04T13:16:00,어사 당신이 나오라며 언제는
84357,하스돕돕,2023-07-04T13:15:00,사람들 없을때 나오지 말고 ~ ㅎ지금 나와서 다섯줄로 ~ ㅎ제가 너무 궁금하니깐 너도 모르는 닉변의 전말
84356,kin,2023-07-04T13:15:00,희대의 그톡계  모함꾼 애나맹!!!
84355,Lovelysh,2023-07-04T13:15:00,방금전까지 톡하더니 그새 어디로 사라짐?
84354,하스돕돕,2023-07-04T13:14:00,나의 닉변 과정 상세히 설명 해보라고~ 애나안 암행어사
84353,Lovelysh,2023-07-04T13:14:00,그래 설명해봐 어디
84352,Lovelysh,2023-07-04T13:13:00,저한테도 사과해야됨
84351,하스돕돕,2023-07-04T13:13:00,나와서 내가 왜 러블리님인지다섯줄로 쓰길 바람
84350,kin,2023-07-04T13:13:00,어제 버내너가 암애너한테 피해 받은  닉 명단 쭉 나열 했잖아여
84349,MTT.,2023-07-04T13:13:00,하스돕돕님께는 사과해야할텐데요
84348,Lovelysh,2023-07-04T13:13:00,언젠 하스돕돕님으로 와보라더니
84347,하스돕돕,2023-07-04T13:13:00,눈팅하고 있겠죠 ~ ㅎ
84346,Lovelysh,2023-07-04T13:13:00,암행어사 어디갔음?
84345,하스돕돕,2023-07-04T13:12:00,부끄러운지는 알아서 나 차단~ ㅎㅎ사과나 하세요 암행어사 애나안
84344,Lovelysh,2023-07-04T13:12:00,반가워요^^
84343,하스돕돕,2023-07-04T13:12:00,러블리님 ~ 반가워요~
84342,Lovelysh,2023-07-04T13:11:00,ㅋㅋ
84341,하스돕돕,2023-07-04T13:11:00,신고에 의해 숨겨진 메시지입니다.
84340,Lovelysh,2023-07-04T13:11:00,하스돕돕님 안녕하세요~ㅎㅎ
84339,하스돕돕,2023-07-04T13:11:00,제가 피해자라고 하니 저를  스토킹에ㅎ닉변 한다고 하구 ~ ㅎ 나도 모르는 닉변 ~ ㅎ그렇게 살지 맙시다 본인 가족이 다 돌려받아요~
84338,하스돕돕,2023-07-04T13:10:00,암행어사 모택2 방에서 남 얼굴 얼평에 순위 메기고 그 방 진흙탕 만든 장본이에요~ ㅎㅎ제가 그래서 모택2 드라마 아예 안 봤네요 ㅜ  그런데 여기에선 정상인으로글 쓰는 거에 소오름 돋았어요~
84336,암행어사,2023-07-04T13:08:00,애나안님 즐오후되세요~  화이팅🥰❤️
84335,암행어사,2023-07-04T13:07:00,최애들마중 하나죠. 천변은 작가와 제작진의 불화로 아쉽게 조기종영ㅠ 모택은 시즌3확정이라 위로가 되세요♥
84334,(🎀ᴗˬᴗ),2023-07-04T13:06:00,내로남불 +정병
84333,애나안,2023-07-04T13:05:00,공감해요 ~^^  천변 모택도 손꼽아 애정하는 드라마에요😍
84332,아프란시,2023-07-04T13:04:00,"예를들어 드라마에서 주인공이 악플러때문에 고통받는 사람을 도와서 악플러를 응징하는 장면을 보면서 통쾌하다고하면서..
그순간에도 그 드라마 드톡방에 악플을 달고있으면 그건 내로남불 수준을 넘어서는거 아닐까 해서요.
아 이건 그냥 단지 저의 상상입니다. ㅎㅎ
세상에 이런 사람은 없겠죠.  ㅎㅎ"
84331,(🎀ᴗˬᴗ),2023-07-04T13:03:00,아맹어사 퇴치 모함악플 근절 팬클럽 대모집
84330,암행어사,2023-07-04T13:02:00,"간혹 있죠,  극중에서는 자세히 모르니 엄마께 여쭤본."
84329,(🎀ᴗˬᴗ),2023-07-04T13:02:00,그게 내로남불이지
84328,(🎀ᴗˬᴗ),2023-07-04T13:00:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84327,꼬블리,2023-07-04T12:59:00,근데 초원이처럼 4-5살 기억을 저렇게 다하는 사람이 있나??
84325,아프란시,2023-07-04T12:51:00,이런건 생각 안해봤는데 갑자기 왜 이런생각이?
84324,아프란시,2023-07-04T12:50:00,갑자기 문득 궁금해지는게 말이죠.만약 내가 천변이나 모택을 엄청 좋아하고 칭송하다 칩시다.근데 그 드라마를 좋아하는 사람이 악당이면..흠...흥미롭습니다.악당이 정작 악당을 때려잡는 드라마를 좋아하는건 모순이겠죠?딱히 다른 이유가 있어서 그런건 아니고 문득 모택이 생각나서...
84323,아프란시,2023-07-04T12:44:00,기분 안좋을땐 감동장면이나  ㅎㅎ
84322,꼬블리,2023-07-04T12:44:00,차 세워 내려 하는 저 늙은 남자 누구?
84320,아프란시,2023-07-04T12:44:00,음....방금 누가 모택을 언급한 느낌이?설마 자기손으로 드톡방 다 때려부순 당사자가 당당히?잘못본듯 ㅎㅎ
84319,꼬블리,2023-07-04T12:43:00,ㅋㅋ
84318,아프란시,2023-07-04T12:42:00,자고로 입을 열게하려면 지음이처럼 해야하지요 ㅋㅋ
84317,꼬블리,2023-07-04T12:42:00,클린봇이 부적절한 표현을 감지했습니다.
84316,아프란시,2023-07-04T12:42:00,삭제된 메시지입니다.
84315,아프란시,2023-07-04T12:41:00,삭제된 메시지입니다.
84314,운동중독,2023-07-04T12:40:00,"천변, 모택이후 월메이드 탄생."
84312,운동중독,2023-07-04T12:39:00,한동안 드라마 같은 드라마 안나오다가 한방에 몰아서 나오는 느낌?
84311,암행어사,2023-07-04T12:39:00,오침이나 때리자
84309,암행어사,2023-07-04T12:39:00,ㅋ
84308,운동중독,2023-07-04T12:39:00,악귀도 볼만하고 간만에 티비 열일중임
84307,운동중독,2023-07-04T12:38:00,근데 이번생도 재밋긴해
84306,암행어사,2023-07-04T12:38:00,이생잘 응원 가즈아
84305,암행어사,2023-07-04T12:38:00,ㅋㅋㅋ 참새
84304,암행어사,2023-07-04T12:38:00,참새와서 최종화 10%  거뜬히 넘길듯
84303,운동중독,2023-07-04T12:38:00,ㅇㅇ 이런내가 싫음... 로코 클리쉐 다 때려 박았는데 결말도 다~ 예측가능한데... 재밋어...나도 내가 싫어
84302,아프란시,2023-07-04T12:37:00,킹더는 킹더만의 색이 확실하죠 ㅎㅎ
84301,암행어사,2023-07-04T12:37:00,참새 킹더 안보는거 다 알아ㅋ
